timestamp,user,message,banned,msg_len
2021-10-29 18:14:28,kudowskii,lets forsene go forsene forsen forsene lets forsene go forsene forsen forsene lets forsene go forsene forsen forsene lets forsene go forsene forsen forsene,0,24
2021-11-01 17:35:04,flushedemojii,zonic’s law datsheffy,0,5
2021-11-01 17:33:31,k1do01,xqcgsg xqcgsg,0,2
2021-10-29 18:14:26,vindicarez,toronto,0,1
2021-10-27 11:46:03,kiryuki,bntet lose lulw bntet lose lulw,0,6
2021-11-01 17:57:48,Realfakter,hora,1,1
2021-11-01 17:31:58,krill3ss,mods clap ,1,2
2021-10-27 12:30:09,By_term1nator,tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun tpfufun,1,35
2021-11-01 16:04:29,forsaken2valulrant,fkin entropig bots,1,3
2021-10-29 18:54:39,Hovecs,raaancher raaancher raaancher,0,3
2021-11-01 16:01:50,sweetplayiq,pgl wanna organize major,1,5
2021-10-29 19:38:05,mensfromhltv,1511 monkaw,1,2
2021-10-29 19:43:02,Dewiechapclap,go home ruski,1,3
2021-11-01 17:45:48,4rwal,сосать пендосы ебаные чё вы щас не пишите гамботс,1,9
2021-10-27 12:29:13,rabanis,δοδνα,1,1
2021-11-01 15:37:25,yokuzer,ent,0,1
2021-11-01 17:36:49,000miediema,cock,1,1
2021-11-01 17:33:38,Branditoeee,sayin nafany like,0,3
2021-11-01 17:04:58,swestars1,datnitrofrog braindead take,1,3
2021-10-29 18:59:18,dzyong98,spirit team fking bad,0,4
2021-11-01 17:27:38,@^Moobot,mkfpsss httpswwwhltvorgevents4866matches,0,2
2021-11-01 18:35:51,mythro1908,12 10 rounds cumback,1,4
2021-10-27 12:57:08,yourr_narrator,bymas joker,0,2
2021-10-29 18:09:35,0GNIR,gla1ve good,0,2
2021-11-01 17:21:14,pepikegamesow,evo47 horny,1,2
2021-10-29 19:41:04,winstorming99,boobs kekw,1,2
2021-10-29 18:21:39,FakujAs,lets fucking goooo,0,3
2021-10-29 17:50:29,on99innik,device hello kappapride astralis kappapride,0,5
2021-10-27 13:04:55,welt1,lets forsene go forsene forsen forsene lets forsene go forsene forsen forsene lets forsene go forsene forsen ,1,17
2021-10-29 19:35:32,inn0iwnl,insert things lulw,0,3
2021-11-01 16:08:25,chirrix1411,lets goooo entropiqqq,0,3
2021-10-29 19:28:16,doublechinmaster69,fuck yeaaaaah,1,2
2021-11-01 18:10:19,LanetliErik,thorin couldnt find random dude,0,5
2021-11-01 17:44:48,1mpr3ssive,batchest wear ze mask batchest batchest wear ze mask batchest batchest wear ze mask batchest batchest wear ze mask batchest,0,20
2021-10-29 19:44:08,pro_sadzz,widepeeposad astralis strats abusers,0,4
2021-10-29 17:49:32,zhenkkaz,senior glaive,0,2
2021-10-29 18:21:06,jekrrw,happened,0,1
2021-11-01 17:36:47,j0n_kristjan,kelituoz kelituoz kelituoz,0,3
2021-10-29 19:40:07,aszalla,forsene lets go forsen forsene lets go forsen forsene lets go forsen forsene lets go forsen forsene lets go forsen forsene lets go forsen forsene lets go forsen,1,28
2021-11-01 15:46:25,raitz_a,gaulesfuria gaulesbr gaulesfuria gaulesbr gaulesfuria gaulesbr gaulesfuria gaulesbr,0,8
2021-11-01 17:46:40,realbephafsx,jävla stalin,1,2
2021-11-01 15:48:42,@^Moobot,jatto1 httpswwwhltvorgevents4866pglmajorstockholm2021,0,2
2021-10-27 12:46:21,itzscheby,sut min cocktail pølse,1,4
2021-11-01 17:48:50,jsxten,mean would funny wasn’t actually lulw,0,8
2021-10-27 13:12:03,golden_agent3232,lqek ence,0,2
2021-10-29 19:33:21,saimorales12z,lag lul lul,0,3
2021-10-29 18:56:04,botallum8,mag 7 save xd debil ruskis xd,1,7
2021-11-01 17:52:10,osisboi,16 nip predict,1,3
2021-10-29 19:43:18,eduuuarg,question guys magix pregnant,1,4
2021-11-01 16:02:20,maayz9,lets forget major ive personally spent thousands csgo poor show,0,10
2021-10-29 18:09:29,Nyb1a,connect,1,1
2021-10-29 17:49:55,Mark_ED,elp4so ctrl stream get work 5 minutes 200 words hard miss rounds max,1,13
2021-10-29 17:44:54,maxcartin,ezezezezezezezez,0,1
2021-11-01 16:08:37,ooezkatkaoo,1515,1,1
2021-11-01 18:10:57,Antikus,yo guys thoughts zowie ec2 mouse,0,6
2021-10-29 18:58:22,AgustinField,astral omegalul,0,2
2021-11-01 18:27:20,r_a_i_n_y__,evropa pičo,1,2
2021-10-27 11:59:54,zal0st,urrnann freaking finally pog,0,4
2021-10-27 11:42:54,flape9,щиты за спирит ssssss ssssss ssssss dansgame ssssss ssssss ssssss dansgame dansgame,1,12
2021-10-27 12:32:23,D3fyTV,guys think major might best yet mean sure collection drops broken pickems arent working audio connections failing player cams non existent remain optimistic see high production hit main stagez,1,29
2021-10-29 18:12:07,er_whiff_smith,nt today,0,2
2021-10-27 13:10:39,wolf14a,gonna open mirage souvenirs,0,5
2021-11-01 16:41:42,chillhase,deronanierendeotter,1,1
2021-11-01 17:14:33,aspectt78,nip good,0,2
2021-11-01 17:50:38,Photek24,great game liquid well,0,4
2021-11-01 17:51:49,DrDuty29,900000 social credit,1,3
2021-10-29 18:17:53,baradahg11,австралия ташииииииииии,1,2
2021-10-27 11:50:26,notamjo,vamouz,0,1
2021-10-29 17:45:44,SnipeELITE33,tenz resident sleeper tenz resident sleeper tenz resident sleeper tenz resident sleeper tenz resident sleeper tenz resident sleeper tenz resident sleeper tenz resident sleeper tenz resident sleeper tenz resident sleeper,1,30
2021-11-01 17:37:33,Kr0g1_,4v4 lulw,0,2
2021-10-29 19:26:35,vloted,wtfff ,1,1
2021-11-01 16:12:32,rapidkak,furia 3 furia 3,0,4
2021-10-29 18:50:56,cookman504,zdar hoši,1,2
2021-10-29 18:22:04,btxtiger007,sampva ree ande aanay che ahe,1,6
2021-10-29 19:01:57,KKBB01,ti winner ke,1,3
2021-10-29 19:27:02,vstojanov,gaben buy cases,0,3
2021-10-29 19:14:38,27dar,tropieu 114 half score,1,4
2021-10-29 18:04:45,nelli3l_3,xerkrank mum,0,2
2021-10-29 17:59:11,g0blincr,spirit win spirit win spirit win spirit win spirit win spirit win spirit win spirit win spirit win spirit win,1,20
2021-11-01 18:13:11,sp_okami_py,batchest lets heckin go ninjas,0,5
2021-10-27 13:02:25,aimsirr,follow ahahaha,1,2
2021-10-29 19:14:37,creaded_,11 1 map choke,1,4
2021-11-01 17:36:33,ciPi_91,earth player like lnz play team like nip,0,8
2021-10-29 19:13:14,tubidubidam,1610,1,1
2021-10-29 19:40:53,Oehoe_de_uil,like unlucky,0,2
2021-10-27 12:30:55,detrikk,dbstyle chainlink dbstyle chainlink dbstyle chainlink dbstyle chainlink dbstyle chainlink dbstyle chainlink,0,12
2021-10-29 19:26:47,ulusoy0811,vahşi get,1,2
2021-10-27 12:24:15,TraX_LTU,dexter go  ,1,2
2021-11-01 18:04:07,HG_tOk,lnz notlikethis,0,2
2021-11-01 16:42:07,pataya,mr pgl let us addiceted people bet,0,7
2021-10-27 13:08:33,phamgiakhanh57,mouze,0,1
2021-11-01 15:39:30,zod1ac97,05 ynwa,1,2
2021-11-01 17:46:22,sufiyansnake,jump give audio,0,3
2021-10-29 18:12:04,HydroGenike,randi chan,1,2
2021-10-29 19:07:24,HyperKyleix_OW,4head good one semmler,0,4
2021-11-01 17:14:14,Drojde,pgl anticheat weve made aware hunden back new ways cheat ttours reported sightings drone hunden sells info teams ttours please tell us immediatly see drone ttours,0,26
2021-11-01 15:51:47,greenyxAU,handsup trans rights handsup trans rights handsup trans rights handsup trans rights handsup trans rights,1,15
2021-10-27 13:08:17,zgenieko94,bot cor silver,0,3
2021-10-29 17:52:04,zFlasxh,147,1,1
2021-11-01 17:25:21,ronab77,lnz sucks ass,1,3
2021-10-29 18:37:14,Mars95,cumhuri̇yeti̇mi̇zi̇n 98 yili kutlu olsun,1,5
2021-10-27 12:40:47,@aunglay456,prkz sourpls,0,2
2021-11-01 18:40:58,kajio7,anastomk zasrany polaczek xddd dalej płaczesz,1,6
2021-10-29 19:00:20,Jonaturtu,que ponen pog manga de giles,1,6
2021-11-01 17:27:15,smeysmeyy,mods dont understand professional twich chatter slow mode literally humans rights force endure torture mod remove slow mode 300 accounts spam do06gg,1,22
2021-10-27 12:00:58,coraldives,nuke lulw,0,2
2021-11-01 16:09:52,cupcakev2,russian haccurs russian haccurs russian haccurs russian haccurs russian haccurs,0,10
2021-10-29 18:21:31,castlearc,daddy glaive kreygasm,0,3
2021-10-27 12:51:24,4000dpi,ence go nexdxt,0,3
2021-10-29 19:26:41,SamatorVlk,nooo notlikethis curselit,0,3
2021-10-29 18:27:05,VAHITGUETTAofficial,patladım amk puahsdhashd,1,3
2021-11-01 17:49:42,ShizzK,nip pissing away 91 lead lul,1,6
2021-10-29 17:57:33,cloudshell,dexterdegster,0,1
2021-11-01 17:31:06,wreck0n1ng,chat notlikethis lul,0,3
2021-11-01 15:58:23,joetex44,16 6,1,2
2021-10-27 12:37:48,PolanLM,bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling   bing chilling  ,1,14
2021-11-01 18:44:16,noobmaster8899,loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss jimmyoo7 without device one hampus glitchcon 2020bparra02 mods¡¡,1,51
2021-11-01 17:35:11,bigflexdrip,interz inting,0,2
2021-11-01 16:17:33,armaximuss,ппппппппппп,1,1
2021-10-27 12:36:00,kazzoarmato,first dont copy paste meme sell frozen yoghurt stockholm pgl executives told remove stand exclusive selling product call frozen unacceptable illegal,0,21
2021-10-29 18:08:16,somedayfps,go spirit go go cis,0,5
2021-10-29 19:22:07,skabuzar,heyy,0,1
2021-11-01 17:33:17,EJBGA, trans rights   trans rights  trans rights  trans rights ,1,8
2021-10-29 19:13:04,synchedclash,degset,1,1
2021-10-29 17:58:13,HshiRoo,hyped,0,1
2021-11-01 18:40:26,frank1two,اسان هستید,1,2
2021-11-01 18:29:38,contactangle,kekw spam,0,2
2021-10-27 13:00:27,aisu2115,dawac ence kurwa,1,3
2021-10-29 19:07:13,BenV__,eheh,0,1
2021-10-29 18:03:51,oswaldo2196,freebrax freebrax freebrax freebrax freebrax freebrax freebrax freebrax freebrax freebrax freebrax freebrax freebrax,1,13
2021-11-01 17:11:22,kevlaaaa,lmfaooooo,0,1
2021-10-29 18:21:45,pashaabhaii,160 inferno,1,2
2021-10-29 18:54:59,Faint_O_o,57,1,1
2021-10-29 17:59:18,mohiiitoooo,dogxic fans ohmydog,0,3
2021-11-01 17:53:52,francos555,device best player kekw bloodtrail bloodtrail bloodtrail bloodtrail bloodtrail bloodtrail,0,10
2021-11-01 18:15:16,ASWstreams,rez booty cheeks water,1,4
2021-11-01 17:49:09,kai344,gambit defeat nip dogs,1,4
2021-11-01 15:47:13,cooldudeachyut,thank shin megami tensei nocturne,1,5
2021-11-01 16:17:21,Aleeeeeet,pickems savved,0,2
2021-10-29 18:38:12,cccssssggggooo,magix fat,1,2
2021-11-01 18:04:37,ongkhoi18,3167 kreygasm kreygasm kreygasm,0,4
2021-11-01 16:11:35,acbossx,mafia,0,1
2021-11-01 16:00:19,loewenherz3,fyuuriha,0,1
2021-10-27 11:41:53,ju1ze,dogster lulw,1,2
2021-11-01 15:32:15,d4n1337,zpwdejv fat momma fat,1,4
2021-10-27 13:09:39,haxi000,ez4ence forsenpls ez4ence forsenpls ez4ence forsenpls ez4ence forsenpls ez4ence forsenpls ez4ence forsenpls,1,12
2021-10-29 19:22:59,OverdOseXY,let go 21,0,3
2021-11-01 17:27:17,alexstrandberg,yess goninjas,0,2
2021-11-01 17:51:34,alonzoadrian,16 1 omegalul,1,3
2021-11-01 17:54:47,danielnumba1,devbot fucking lucky kekw,0,4
2021-11-01 16:43:04,kassivaahto,pgl prediction,0,2
2021-10-27 13:07:45,alexiiik_,16 11,1,2
2021-11-01 17:37:27,folkza100,gambit win cause nip 322 chance,0,6
2021-11-01 18:41:35,PJEVAX,shiro fucking good,0,3
2021-11-01 18:41:31,inlovewiththecriminal,šimon god,1,2
2021-10-27 12:33:30,phoonarchy,yall clowns spamming major problems copypasta drops havent thing 3 years,1,11
2021-11-01 18:29:07,SrBuga3,cslipo dont,0,2
2021-10-29 17:50:54,StaaN1337,name yoshikage kira 33 years old house northeast section morioh villas married work employee kame yu department stores get home every day latest dont smoke occasionally drink bed 11 make sure get eight hours sleep matter glass warm milk twenty minutes stretches going bed usually problems sleepin,1,47
2021-10-29 17:44:46,jugeh_,v4moooooooooo 4peat,1,2
2021-10-27 12:29:08,fpsgenerator,trueeeeeeee,0,1
2021-10-29 19:07:43,segadorxd,pixelbob cry pixelbob guessed right pixelbob csgo fan pixelbob,0,9
2021-10-27 11:46:12,pabloreluz21,lul lul lul lul lul lul lul lul,0,8
2021-10-29 19:44:12,karl_ok,babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage babyrage,1,30
2021-11-01 15:38:23,A1V6s,liqyúid bot,1,2
2021-10-29 19:39:00,kekguypagman,xqcl norman check wutfacewutface xqcl norman check wutfacewutface xqcl norman check wutfacewutface xqcl norman check wutfacewutface xqcl norman check wutfacewutface,1,20
2021-11-01 17:38:13,arhaniyan19926,prahlad manral randi ka bachcha hai abhay chauhan kaa pati,1,10
2021-10-29 19:32:30,whz1gud,elriku0o,0,1
2021-10-29 19:29:44,cosmeticmichu,1016,1,1
2021-10-27 13:19:07,Goldsnake,kinda lul,0,2
2021-11-01 15:59:52,Freddy91cz,qinoedpbhiwafsénwrsafn asfonimp kadgtfomj agdfm,1,4
2021-11-01 17:40:24,Taralax,fuck device,0,2
2021-10-29 17:53:47,joo06,forsen forsen forsen forsen forsen forsen forsen forsen forsen forsen forsen forsen forsen forsen forsen,1,15
2021-10-29 17:50:10,shadows_69FR,clip,0,1
2021-11-01 16:22:08,cyberbile,ngv,1,1
2021-11-01 17:12:46,wertik017,илья илья илья pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel pglbananapeel,1,20
2021-10-27 12:23:07,carpetmasterr,hades god angle,0,3
2021-10-29 18:04:06,incemre2,magixx g1rl hair,1,3
2021-11-01 16:22:15,ZoicStar,cry moooore,0,2
2021-10-29 19:22:47,deannn303,5 10 10 10 lul,1,5
2021-10-29 19:19:22,niceberg_was_taken,хd,1,1
2021-11-01 17:11:30,yoyoyoyoo9999,n322p,0,1
2021-10-29 18:44:30,ninetyfivemonkeys,spirit 41,1,2
2021-11-01 18:26:44,k0re_cs,said fanny lmaoooooo,1,3
2021-10-29 19:36:31,nelli3l_3,pgl chutiya,1,2
2021-10-27 12:30:25,Sergo2772,detstva za ence,1,3
2021-11-01 16:46:44,emil42k,nu kör vi swedish gang,1,5
2021-11-01 15:41:32,broblessme,furia throwing map,1,3
2021-10-27 11:43:47,CarritoDeSuper,avicii sadge,0,2
2021-10-29 18:07:27,cristal_clear519,howw,0,1
2021-11-01 18:34:28,zeeby777,major finals lulw 7 0 e e kekw lulw,1,9
2021-10-27 12:35:00,pipipoopoochek77,щш,1,1
2021-10-29 18:06:57,carreragt339,another visblock tunnel rush abuse bruh,0,6
2021-10-27 13:08:00,israxy1,hahahaha bots,0,2
2021-10-29 18:54:02,nurdiich,2018 astralis 2018 2018 astralis 2018 2018 astralis 2018 2018 astralis 2018 2018 astralis 2018 2018 astralis 2018 2018 astralis 2018 2018 astralis 2018,1,24
2021-10-27 12:32:54,sebuster_,frozen hair residentsleeper lost notlikethis frozen hair residentsleeper lost notlikethis frozen hair residentsleeper lost notlikethis frozen hair residentsleeper lost notlikethis frozen hair residentsleeper lost notlikethis frozen hair residentsleeper lost notlikethis,1,30
2021-11-01 17:45:49,Moschino69,hahahahhaa,0,1
2021-10-29 19:28:09,imwalkinghere24105,finaly,0,1
2021-11-01 17:06:29,opek2121,szmitek213 crying kekw,0,3
2021-10-29 18:34:50,badchopper,themeatballenthusiast endod5 call pgl fan highlight every message send stacked channel points best prepared lose bets know whos going win advance think youre talking next speak chat kiddo,0,28
2021-11-01 16:11:24,ReTTro__,1510 omegalul,1,2
2021-11-01 16:38:27,shaytanxd,åt heelvete med ryssarnaa,1,4
2021-10-29 19:13:21,thornjeager,looooooooooool,0,1
2021-11-01 17:26:18,alexandar121,doctype htmlhtml classtwroothoverheadmeta charsetutf8titletwitchtitlemeta nametwitterappurlipad contentlink href relalternate mediaonly screen andmaxwidth 640pxs,1,12
2021-10-29 18:16:55,@Crtvly,jeb,0,1
2021-11-01 15:57:53,Veetch__,pepelaugh kekw pogchamp weirdchamp somethingandy pepelaugh kekw pogchamp weirdchamp somethingandypepelaugh kekw pogchamp weirdchamp somethingandy pepelaugh kekw pogchamp weirdchamp somethingandypepelaugh kekw pogchamp weirdchamp somethingandy pepelaugh kekw pogchamp weirdchamp somethingandy,1,28
2021-11-01 17:13:22,HG_tOk,kekw anders,0,2
2021-11-01 16:10:40,noillitico,15 10 furia,1,3
2021-10-29 17:50:36,Zofian,wipeek,0,1
2021-10-29 18:02:57,omrique,zonic law,0,2
2021-10-29 19:33:18,maxdelore,некр,1,1
2021-10-27 13:01:17,Vextro_17,jebac pis,1,2
2021-10-29 18:10:51,kibet1816, 4head hello bubzkji  4head gla1ve  4head see  4head,0,8
2021-10-29 18:56:01,naspre8,scavengers,0,1
2021-11-01 16:13:19,galeegooo,empurra liminha,1,2
2021-10-29 18:21:03,xJubDiz,ruski dogsd,1,2
2021-11-01 17:45:41,laranja1818,fucking bot,0,2
2021-10-29 17:53:55,prix099,monkas hunden cam ttours,0,4
2021-11-01 17:25:28,grandmaster3421,нет bigphish гамбит bigphish сильней bigphish на свете bigphish красные bigphish порвут bigphish планету bigphish,1,15
2021-11-01 17:46:38,jachyhy_,panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss panicbasket 40 loss,0,27
2021-10-29 18:41:46,xincute7,denined lul,0,2
2021-10-27 12:37:50,ediez,batchest juicers batchest juicers batchest juicers batchest juicers batchest juicers batchest juicers batchest juicers batchest juicers batchest juicers batchest juicers batchest juicers,0,22
2021-10-27 12:32:05,Eco_CobraLUL,guys think major might best yet mean sure collection drops broken pickems arent working audio connections failing player cams non existent remain optimistic see high production hit main stage dont think xd,0,32
2021-10-29 18:24:06,KinggCrabClawss,glaive back huge astralis,0,4
2021-10-29 19:19:09,basedgodwinetime,drake drake drake drake,0,4
2021-10-29 18:44:29,tableeeeeee,new valorant agent pig,1,4
2021-11-01 17:54:11,omslaws,114 1216 kekw,1,3
2021-11-01 16:18:15,happfps,bando de puta,1,3
2021-11-01 15:53:40,Sw00rd23,entropiqlogo entropiqlogo entropiqlogo entropiqh entropiqr entropiqr,0,6
2021-11-01 16:18:01,UBrokenU,é furia porra,1,3
2021-11-01 15:57:48,nyan_noelle,faer,0,1
2021-10-29 19:29:17,leandrov_,flash timng,0,2
2021-11-01 16:10:49,atta_ra,4head  hello pgl 4head  valve 4head  last major 4head  4head  hello pgl 4head  valve 4head  last major 4head  omegalul,0,19
2021-11-01 16:18:51,babi1r,furiiiiiiiiiiiaaaaaaaaaaaaa,0,1
2021-10-29 19:04:53,viking_mercenary,fiveseven deagle nerfed pepelaugh,1,4
2021-11-01 17:41:21,aimislegendary,device god,0,2
2021-10-29 19:01:17,devexcs,big tilt,0,2
2021-10-29 19:12:14,ganaa091596,russianss,0,1
2021-10-29 19:20:45,mawxcsgo,bing chilling   bing chilling   bing chilling   bing chilling  bing chilling   bing chilling   bing chilling   bing chilling  ,1,16
2021-11-01 17:54:11,KoTuK91,вперед россия peepogambit,1,3
2021-10-29 18:42:52,adityamitra75,alisachicken alisachicken alisachicken,0,3
2021-10-29 18:40:05,diffayer,domoy bliat,1,2
2021-11-01 18:38:43,m3nares,vad hänmder niå,1,3
2021-11-01 18:08:04,pettpav,thorin richard lewis still employed yuck,1,6
2021-10-29 18:01:29,hajpercsgo,lucky luuuck,0,2
2021-11-01 17:48:43,jeffersondesp,51 loss,0,2
2021-11-01 15:39:37,calopsz,inshallah hehehhe siuuuuu,0,3
2021-10-27 13:04:50,7greninja,acor throwing,0,2
2021-11-01 18:33:41,Ultimate1Tapper,roadtoalphamale1 sorry mate better,0,4
2021-10-29 18:57:07,jango_69,dani19991 walaikum salam,1,3
2021-10-29 18:58:01,StaaN1337,vp serioussloth spirit serioussloth serioussloth naffin chat serioussloth vp serioussloth spirit serioussloth serioussloth naffin chat serioussloth vp serioussloth spirit serioussloth serioussloth naffin chat serioussloth vp serioussloth spirit serioussloth serioussloth naffin chat serioussloth vp serioussloth spirit serioussloth serioussloth naffin chat,0,39
2021-10-27 13:08:09,Mozie2002,kanker,1,1
2021-11-01 17:51:27,okandxd,gå lång nip,1,3
2021-11-01 18:41:46,kajio7,dont cry polish fans,0,4
2021-10-29 18:46:33,biggibosscs,thought score 71,1,3
2021-10-27 11:42:03,materletva,hello 48 year man somalia sorry bed england selled wife internet connection play conter stirk want become goodest player like play 400 ping brazil server global elite copy pasterino story please help,0,32
2021-11-01 17:28:34,lminorl,кумыса хоббиту,1,2
2021-11-01 17:58:07,claypham,bố mày xin 25 nhé mát vãi lồn lul lul lul lul lul lul,1,14
2021-11-01 16:26:52,Neutron_N12,aaaaaaaauuuuuuuuuuuuuuu,0,1
2021-11-01 17:53:54,sybizza,money shiro entered god mode sadge,0,6
2021-10-27 12:42:58,reverbx_,beenis,0,1
2021-10-27 11:46:52,nikhileshs19,fat,1,1
2021-10-27 12:38:11,deadproxy_,gonna long one,0,4
2021-10-29 19:25:49,vgilantee,guys tenzz,0,2
2021-10-29 19:44:04,hellbound14321,doggssterr still crying much hype,1,5
2021-11-01 17:22:01,godson,like pgl doesnt realize viewers different accounts dont believe watch post accounts,0,12
2021-11-01 17:55:54,EbichuDechuu,wasnt 114 half lulw,1,4
2021-10-29 19:38:39,kresenny,degister best,0,2
2021-10-27 11:45:26,sngdnz,tiannamen square 1989,1,3
2021-10-29 19:11:29,ghoust_rider_,sheeeeeeeeeeeeeeeeeeeeeeeeeesh,0,1
2021-10-29 18:00:19,ydn4z,degster whiffdegster whiffsdegster whiffsdegster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs degster whiffs,1,37
2021-10-29 17:45:51,savageof,163,1,1
2021-10-29 18:08:29,tantrummm,magixxx magisk lul,0,3
2021-11-01 17:25:06,Flabbs,winning round,0,2
2021-11-01 17:11:28,illrhymeslayer,funny game,0,2
2021-10-29 19:26:29,s3bler_,sooo dump,0,2
2021-10-29 19:36:18,MickoFN,ruski nade,1,2
2021-10-29 19:28:54,fazzz___,multi billion dollar company cant fix wall bug,0,8
2021-10-27 13:14:39,whooptato,mousesports mouz,1,2
2021-11-01 17:36:49,SantinoJM,didnt say,1,2
2021-10-27 12:52:01,m0r1xx,first round half,0,3
2021-10-29 18:12:00,dyxeq,magixx kreygasm,1,2
2021-11-01 17:36:41,ezpz55555,114 1110 hahah,1,3
2021-10-29 18:59:37,superesdeath,estas linda yo estoy rucky besamos pero somos amix dulce rica como una cookie,1,14
2021-10-29 19:11:50,superanzorka69,рассия,1,1
2021-11-01 15:34:20,shakerrr9494,liquid almost major lul,0,4
2021-11-01 15:59:53,tevuks420,jahysama wa kujikenai,0,3
2021-11-01 18:31:46,motsatters,100000 social credit,1,3
2021-10-29 18:03:18,ChromeTZX,astralis thicc bois handsup,1,4
2021-10-27 12:01:13,uofu,simiiq pog,0,2
2021-10-27 13:08:24,SlinkyTheKing,1208franctic acor silver 1208 lucien06 1208yupee96 1208 kodiflow10 mousesports worst team t2 12083r1k04 acor whiff shot lul unexpected 1208laudaviin mouz 1208 saucegod227 chokesports omegalul 1208stalkerchernobyl mellibooba 1208kullimasa huutistaa 1208atakankemr bot ropz lul 1208existerzz ence 1208 rflux 1208hinarubyjane ac omegalul 1208healhoex mouzbuypower 1208t0rdus residentsleeper residentsleeper residentsleeper residentsl,0,46
2021-11-01 16:38:58,bobben1919,nip easily 160 gambit,1,4
2021-10-27 12:23:44,AndrievsR,mauziņš,1,1
2021-10-29 19:21:58,stupidtupit,plzzzzzz dont throw,0,3
2021-10-27 13:07:41,MechaMonster17,spam xd see lul spam xd see lul spam xd see lul spam xd see lul,1,16
2021-11-01 16:18:01,fredgrande,vamoooo,1,1
2021-10-29 19:14:15,snaatxd,210,1,1
